arch_hash,architecture,n_layers,n_neurons_total,n_params,tanh_only
1615b532e6c0,"[[""swish"", ""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""tanh""], [""tanh"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""tanh""], [""linear"", ""tanh"", ""linear"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh""]]",3,40,443,False
6ad84b2a3356,"[[""swish"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""swish"", ""linear"", ""tanh"", ""linear"", ""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""linear"", ""linear""], [""tanh"", ""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""linear"", ""linear""]]",2,31,319,False
e909410955fd,"[[""tanh"", ""swish"", ""swish"", ""linear"", ""tanh"", ""swish""], [""tanh"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""swish"", ""swish"", ""linear""], [""swish"", ""swish"", ""linear"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear""]]",3,29,225,False
ec7b57a85504,"[[""linear"", ""linear"", ""tanh"", ""swish"", ""swish"", ""tanh""], [""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""linear""], [""linear"", ""swish"", ""linear"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""tanh""]]",3,22,155,False
bbceecf13a09,"[[""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""linear"", ""tanh"", ""swish"", ""linear""]]",1,9,37,False
84a9b68aa279,"[[""tanh"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""linear"", ""tanh"", ""tanh""], [""linear"", ""swish"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""linear""]]",2,20,151,False
dd905aa25922,"[[""tanh"", ""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""linear""], [""linear"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish""], [""linear"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""swish"", ""swish""]]",3,34,262,False
731ef03b844b,"[[""swish"", ""linear"", ""linear"", ""linear"", ""linear"", ""linear"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""tanh""], [""linear"", ""swish"", ""linear"", ""tanh"", ""linear"", ""linear"", ""linear"", ""tanh"", ""linear""]]",2,24,199,False
ad5119839365,"[[""swish"", ""swish"", ""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish""], [""swish"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""swish"", ""swish"", ""swish"", ""linear""]]",2,19,138,False
d792f38f235a,"[[""linear"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""swish""], [""linear"", ""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""swish"", ""tanh""]]",2,23,182,False
013cedb09cb1,"[[""linear"", ""linear"", ""linear"", ""tanh"", ""linear"", ""swish"", ""swish"", ""linear"", ""linear""], [""swish"", ""linear"", ""swish"", ""tanh"", ""swish"", ""linear""]]",2,15,94,False
44935f58bbd6,"[[""linear"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""swish"", ""linear"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh""]]",1,14,57,False
6802948e2444,"[[""swish"", ""linear"", ""tanh"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""tanh""], [""linear"", ""linear"", ""linear"", ""tanh"", ""swish"", ""linear""]]",2,22,157,False
98b3e58efe18,"[[""tanh"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""linear"", ""linear""], [""tanh"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""tanh""]]",2,22,157,False
1298f4194976,"[[""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh""]]",1,7,29,False
902570b149f4,"[[""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""swish"", ""linear""], [""tanh"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""swish""]]",2,19,139,False
2582dce1b6b9,"[[""tanh"", ""linear"", ""linear"", ""linear"", ""tanh"", ""linear"", ""linear"", ""swish"", ""linear"", ""linear"", ""tanh"", ""linear"", ""linear"", ""tanh""]]",1,14,57,False
dc86d12fce22,"[[""tanh"", ""swish"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh""]]",1,14,57,False
e5e4451cd0ac,"[[""swish"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish""], [""swish"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""linear""]]",2,23,187,False
dc7ee787d165,"[[""tanh"", ""linear"", ""linear"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""swish"", ""swish"", ""swish"", ""tanh"", ""swish"", ""linear""], [""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""swish"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish"", ""linear""], [""swish"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""swish"", ""swish"", ""tanh""]]",3,39,445,False
21c49da771f6,"[[""tanh"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish"", ""swish"", ""linear""], [""linear"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""tanh""]]",2,19,135,False
b6c9222853f8,"[[""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear""], [""swish"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""linear"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish""]]",2,28,261,False
f2f3bc371e8b,"[[""linear"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""swish""], [""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""swish"", ""linear"", ""linear""]]",2,25,219,False
60f41c7edd8a,"[[""linear"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish""], [""swish"", ""swish"", ""linear"", ""linear"", ""linear"", ""swish"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish""], [""linear"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""tanh""]]",3,40,431,False
4816762d43dc,"[[""tanh"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""swish""], [""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""swish"", ""linear"", ""swish""]]",2,23,182,False
506b81c7bae8,"[[""tanh"", ""swish"", ""tanh"", ""swish"", ""linear"", ""swish"", ""swish""], [""tanh"", ""linear"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""linear"", ""linear"", ""swish""], [""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""swish""]]",3,32,306,False
949c37b8a2bc,"[[""tanh"", ""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""swish"", ""swish"", ""linear""], [""linear"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""swish"", ""linear"", ""tanh""], [""tanh"", ""linear"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""swish""]]",3,27,229,False
582a7053e969,"[[""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""tanh"", ""swish""]]",1,7,29,False
716394a9896c,"[[""tanh"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""tanh"", ""linear"", ""linear"", ""linear"", ""linear""], [""linear"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""tanh""], [""tanh"", ""swish"", ""linear"", ""swish"", ""swish"", ""swish"", ""swish"", ""swish"", ""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""linear""]]",3,34,280,False
80c2e34a4029,"[[""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""linear""], [""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh""], [""linear"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish""]]",3,40,457,False
ec7f923f513c,"[[""tanh"", ""swish"", ""tanh"", ""linear"", ""linear"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""swish""], [""linear"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear""], [""tanh"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""tanh""]]",3,41,458,False
ff5d2db98726,"[[""swish"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""swish"", ""swish"", ""swish"", ""tanh""], [""swish"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""linear""]]",2,18,127,False
005503a3be65,"[[""tanh"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh""]]",1,10,41,False
41e1310144cd,"[[""swish"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""linear""], [""linear"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""linear"", ""linear"", ""swish"", ""swish"", ""tanh"", ""linear""]]",2,30,301,False
ed547c6c09b0,"[[""linear"", ""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""swish""], [""linear"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""linear""], [""swish"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""linear"", ""tanh""]]",3,32,249,False
0305b0fa5118,"[[""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""swish"", ""linear"", ""linear"", ""linear""], [""linear"", ""swish"", ""linear"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""tanh""], [""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""linear""]]",3,29,230,False
a79d75b2774f,"[[""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""swish""]]",1,8,33,False
5f1ac51caf46,"[[""linear"", ""swish"", ""tanh"", ""swish"", ""swish"", ""swish"", ""swish"", ""tanh"", ""linear"", ""swish"", ""swish""]]",1,11,45,False
984092b2a08b,"[[""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish""], [""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""linear""]]",2,18,127,False
5a7ff1a61ade,"[[""tanh"", ""tanh"", ""linear"", ""linear"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""linear""], [""linear"", ""linear"", ""linear"", ""swish"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""linear""], [""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""tanh""]]",3,30,260,False
7b17547b0550,"[[""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""swish"", ""linear""]]",1,16,65,False
dcdd3cd1af62,"[[""tanh"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""linear""], [""linear"", ""swish"", ""linear"", ""tanh"", ""swish"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""tanh""]]",2,21,160,False
080c5cd44ccd,"[[""linear"", ""swish"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""linear"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""swish""], [""linear"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""tanh""], [""tanh"", ""tanh"", ""linear"", ""linear"", ""linear"", ""linear"", ""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""tanh"", ""linear""]]",3,34,265,False
3c46b5962f89,"[[""swish"", ""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear""]]",1,16,65,False
0aaa4b4d858a,"[[""swish"", ""linear"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish""], [""swish"", ""swish"", ""swish"", ""linear"", ""linear"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""linear"", ""swish"", ""linear""], [""linear"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh""]]",3,40,421,False
e934e62ee052,"[[""linear"", ""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""linear""]]",1,7,29,False
f45481378192,"[[""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh""]]",1,6,25,False
a4100e40afdd,"[[""tanh"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""linear"", ""tanh""], [""tanh"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish""]]",2,19,138,False
7039974ceae2,"[[""linear"", ""tanh"", ""linear"", ""linear"", ""linear"", ""swish"", ""tanh""], [""tanh"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""swish"", ""linear"", ""swish"", ""tanh"", ""tanh""]]",2,22,157,False
ed795a4a5443,"[[""swish"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""swish"", ""linear"", ""swish"", ""tanh""], [""tanh"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""linear""]]",2,25,220,False
adcba7e8881f,"[[""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""swish""], [""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh""], [""linear"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish""]]",3,27,218,False
5d53f68b9ec7,"[[""linear"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh""], [""linear"", ""linear"", ""swish"", ""tanh"", ""linear"", ""swish"", ""linear"", ""linear"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""swish""], [""tanh"", ""linear"", ""linear"", ""tanh"", ""swish"", ""tanh""]]",3,33,334,False
9c85f5d303a3,"[[""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""swish""], [""tanh"", ""tanh"", ""linear"", ""linear"", ""swish"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""linear"", ""linear""], [""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""tanh""]]",3,37,389,False
222d70510081,"[[""tanh"", ""linear"", ""tanh"", ""linear"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""swish""]]",1,9,37,False
6bb7de88a383,"[[""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""linear"", ""linear"", ""linear"", ""tanh"", ""linear""]]",1,13,53,False
ded08983101d,"[[""tanh"", ""swish"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""swish"", ""tanh""]]",1,11,45,False
7601aa6cffcc,"[[""linear"", ""swish"", ""linear"", ""linear"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh""], [""tanh"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""swish"", ""swish"", ""linear"", ""linear""]]",2,21,163,False
35971b46bd36,"[[""tanh"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""swish""]]",1,16,65,False
4843d620977c,"[[""swish"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""linear"", ""swish""], [""swish"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""tanh""]]",2,27,250,False
9d81a00e56a4,"[[""tanh"", ""linear"", ""linear"", ""linear"", ""linear"", ""tanh""], [""tanh"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear""], [""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""tanh"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""swish""]]",3,26,173,False
fae57806e1f1,"[[""linear"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""linear"", ""linear""]]",1,12,49,False
0e9c86fc54be,"[[""swish"", ""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""swish""]]",1,15,61,False
4977feaf0673,"[[""linear"", ""linear"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""swish""]]",1,7,29,False
cdf59072471d,"[[""linear"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish""], [""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""linear""], [""tanh"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""linear"", ""swish"", ""linear"", ""swish""]]",3,46,543,False
dd48940d548a,"[[""tanh"", ""swish"", ""swish"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""swish""], [""swish"", ""linear"", ""linear"", ""linear"", ""swish"", ""swish"", ""tanh"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""swish""], [""tanh"", ""linear"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""tanh""]]",3,31,295,False
946ba64faba6,"[[""linear"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""swish"", ""tanh"", ""linear""], [""linear"", ""linear"", ""linear"", ""linear"", ""swish"", ""swish""], [""linear"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish""]]",3,29,205,False
3cd18b4464da,"[[""linear"", ""swish"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""swish"", ""linear"", ""swish""], [""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""linear""]]",2,19,130,False
a2399106badc,"[[""swish"", ""swish"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""linear"", ""swish""], [""swish"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""linear"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""swish""]]",2,25,204,False
0d104595594d,"[[""tanh"", ""tanh"", ""linear"", ""linear"", ""linear"", ""swish"", ""swish"", ""linear""], [""tanh"", ""swish"", ""linear"", ""swish"", ""linear"", ""linear"", ""tanh"", ""linear"", ""swish"", ""swish"", ""tanh"", ""swish""]]",2,20,145,False
ffeb8b0c91f2,"[[""linear"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""swish""]]",1,6,25,False
02a098056237,"[[""swish"", ""swish"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""linear"", ""swish"", ""linear"", ""linear"", ""linear"", ""linear""], [""tanh"", ""linear"", ""swish"", ""linear"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""linear""], [""swish"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""linear""]]",3,43,463,False
e7ed0066861e,"[[""linear"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""swish"", ""linear"", ""tanh"", ""swish""], [""swish"", ""linear"", ""swish"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""swish""], [""tanh"", ""tanh"", ""linear"", ""swish"", ""linear"", ""tanh"", ""swish""]]",3,32,314,False
4de5584410ee,"[[""swish"", ""linear"", ""swish"", ""linear"", ""swish"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear""]]",1,10,41,False
392c50b3d52d,"[[""linear"", ""linear"", ""linear"", ""tanh"", ""swish"", ""swish""], [""swish"", ""swish"", ""swish"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""swish"", ""tanh"", ""linear""], [""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""swish""]]",3,25,201,False
9fffa44ad4d8,"[[""swish"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""swish"", ""tanh"", ""linear""]]",1,10,41,False
2284928b9ee5,"[[""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""swish"", ""tanh""], [""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""tanh""]]",2,18,121,False
cef1c68b317d,"[[""swish"", ""linear"", ""tanh"", ""linear"", ""swish"", ""swish"", ""linear"", ""tanh""]]",1,8,33,False
571f0c4af3c3,"[[""swish"", ""linear"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""linear""], [""swish"", ""swish"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""swish""], [""swish"", ""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""linear"", ""linear""]]",3,27,196,False
d2f561c6b2fe,"[[""tanh"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish""], [""linear"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish""], [""swish"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""swish"", ""linear"", ""linear"", ""swish"", ""linear"", ""tanh""]]",3,28,190,False
8cdcd87fd918,"[[""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish""], [""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""linear"", ""tanh""], [""swish"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""linear"", ""linear"", ""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""tanh""]]",3,39,440,False
9d14b55cd763,"[[""tanh"", ""swish"", ""linear"", ""swish"", ""linear"", ""linear"", ""linear"", ""swish"", ""linear""], [""linear"", ""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""linear"", ""swish"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""linear""]]",2,25,204,False
4bcf84347db1,"[[""tanh"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""tanh""]]",1,16,65,False
cff6abde6096,"[[""tanh"", ""linear"", ""linear"", ""linear"", ""linear"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh""], [""linear"", ""linear"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""swish"", ""tanh""], [""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""swish"", ""linear"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""swish"", ""swish""]]",3,34,295,False
dac63b3c4765,"[[""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh""], [""swish"", ""swish"", ""linear"", ""swish"", ""linear"", ""swish"", ""tanh"", ""linear""]]",2,19,138,False
