arch_hash,architecture,n_layers,n_neurons_total,n_params,tanh_only
005d3b6c90bf,"[[""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""linear"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh""], [""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""swish"", ""linear""], [""tanh"", ""linear"", ""swish"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""linear"", ""linear"", ""linear"", ""tanh"", ""swish""]]",3,46,543,False
423aab4111f2,"[[""swish"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""swish""], [""swish"", ""linear"", ""swish"", ""tanh"", ""linear"", ""linear"", ""swish""], [""linear"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""tanh""]]",3,30,230,False
c25cbbcb9eff,"[[""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""linear""]]",1,10,41,False
025cb647a10b,"[[""tanh"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""swish""], [""linear"", ""linear"", ""tanh"", ""linear"", ""linear"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""linear"", ""tanh""], [""swish"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""linear"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""tanh""]]",3,39,439,False
41b050977ff8,"[[""tanh"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""swish"", ""swish""], [""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""swish"", ""linear"", ""linear"", ""linear""], [""linear"", ""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""linear""]]",3,35,362,False
51c6953c45a5,"[[""tanh"", ""swish"", ""linear"", ""tanh"", ""linear"", ""linear"", ""linear"", ""swish"", ""tanh"", ""linear"", ""swish"", ""swish""], [""linear"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""linear"", ""linear"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""swish""]]",2,26,233,False
a7b2ecbd66f5,"[[""swish"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""tanh""], [""swish"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh""], [""tanh"", ""swish"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""tanh""]]",3,36,389,False
3384b7dc364a,"[[""linear"", ""linear"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""tanh""], [""tanh"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish"", ""swish"", ""swish"", ""tanh"", ""swish"", ""linear"", ""swish"", ""tanh""]]",2,21,148,False
73624f9e842c,"[[""linear"", ""linear"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""linear""], [""swish"", ""swish"", ""linear"", ""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear""], [""tanh"", ""swish"", ""tanh"", ""linear"", ""linear"", ""linear"", ""swish"", ""linear""]]",3,33,312,False
09e6ca08bc2d,"[[""tanh"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish""]]",1,9,37,False
2616f71f5e2b,"[[""swish"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""swish"", ""tanh""]]",1,8,33,False
33f501a3908a,"[[""tanh"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""linear"", ""linear"", ""linear""]]",1,8,33,False
711a90924b0c,"[[""linear"", ""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""tanh""]]",1,10,41,False
d401ba738f5f,"[[""swish"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""linear"", ""swish""], [""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""swish"", ""tanh""]]",2,16,105,False
18481e5cd538,"[[""tanh"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""linear""], [""linear"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""linear""]]",2,21,155,False
a554e56549c9,"[[""swish"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish""], [""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""swish"", ""swish""]]",2,29,280,False
2bab738091cd,"[[""tanh"", ""swish"", ""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""swish"", ""linear""], [""tanh"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""linear""]]",2,27,250,False
f64492d2e713,"[[""linear"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""linear""], [""tanh"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""swish"", ""linear""], [""linear"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""linear"", ""tanh"", ""swish"", ""linear""]]",3,31,280,False
3115d936551c,"[[""linear"", ""swish"", ""linear"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""swish""]]",1,9,37,False
63831f27d134,"[[""tanh"", ""swish"", ""swish"", ""linear"", ""tanh"", ""swish"", ""linear"", ""linear""]]",1,8,33,False
9383bff7c7d3,"[[""tanh"", ""swish"", ""swish"", ""linear"", ""linear"", ""linear"", ""linear"", ""swish"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""linear""]]",1,14,57,False
7aacdc2b4805,"[[""tanh"", ""linear"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish"", ""swish"", ""tanh"", ""tanh""], [""swish"", ""swish"", ""linear"", ""linear"", ""tanh"", ""tanh""], [""linear"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish""]]",3,31,222,False
cc317f1925c0,"[[""linear"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""tanh""], [""swish"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""linear""]]",2,15,94,False
90d727d04a09,"[[""tanh"", ""linear"", ""linear"", ""linear"", ""swish"", ""linear"", ""swish"", ""tanh""], [""linear"", ""swish"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""tanh""]]",2,18,125,False
5b9f1703b6cf,"[[""swish"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""tanh""]]",1,12,49,False
8e7edda43d52,"[[""tanh"", ""linear"", ""swish"", ""swish"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""linear"", ""swish"", ""swish"", ""tanh""], [""linear"", ""swish"", ""linear"", ""linear"", ""linear"", ""linear"", ""linear"", ""linear"", ""linear"", ""swish"", ""linear"", ""tanh"", ""swish""], [""linear"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""linear"", ""swish"", ""linear""]]",3,38,404,False
66438965f37d,"[[""tanh"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""linear""], [""tanh"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""swish"", ""swish"", ""linear""], [""linear"", ""swish"", ""swish"", ""swish"", ""linear"", ""linear"", ""tanh"", ""linear"", ""linear"", ""linear"", ""tanh"", ""linear"", ""tanh""]]",3,29,245,False
074b3a87c2ac,"[[""tanh"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""swish"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish""]]",1,16,65,False
b9e1000a0c61,"[[""swish"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""linear"", ""swish"", ""linear"", ""linear""], [""tanh"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""tanh""]]",2,21,163,False
2d8cc5254cf5,"[[""tanh"", ""swish"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""swish"", ""linear""], [""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh""]]",2,15,94,False
371e2acbd32c,"[[""swish"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh""], [""tanh"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""tanh""], [""swish"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""linear""]]",3,32,271,False
236a26a04bc8,"[[""linear"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""linear""]]",1,7,29,False
23ddf2a2d5e9,"[[""swish"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""swish"", ""swish"", ""linear"", ""linear""], [""swish"", ""linear"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""linear""], [""linear"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""tanh""]]",3,25,196,False
e7fe2e1bc8c3,"[[""swish"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""linear"", ""linear""]]",1,7,29,False
b84455a08f9f,"[[""tanh"", ""swish"", ""linear"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""linear"", ""linear""], [""tanh"", ""swish"", ""linear"", ""tanh"", ""swish"", ""linear"", ""linear"", ""linear"", ""swish"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish""], [""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""swish"", ""linear""]]",3,37,399,False
6a97e2f2ebbc,"[[""linear"", ""swish"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""tanh""], [""swish"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""swish""], [""linear"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""swish"", ""tanh""]]",3,31,282,False
75b98730c4cb,"[[""tanh"", ""swish"", ""swish"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""linear"", ""swish""], [""tanh"", ""linear"", ""swish"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""swish""]]",2,23,182,False
72f9957d774f,"[[""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""swish"", ""linear""], [""linear"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""swish""], [""swish"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""swish"", ""swish"", ""swish""]]",3,30,278,False
243a8f3b63a1,"[[""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""swish""], [""swish"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""swish"", ""linear"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""linear"", ""tanh""], [""swish"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""swish""]]",3,43,519,False
1c465ca8377a,"[[""tanh"", ""swish"", ""linear"", ""tanh"", ""linear"", ""tanh""], [""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""swish"", ""swish"", ""tanh"", ""swish"", ""linear""]]",2,17,107,False
6d40e2be30c0,"[[""tanh"", ""swish"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish""], [""tanh"", ""linear"", ""tanh"", ""linear"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""swish"", ""linear""], [""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh""]]",3,45,527,False
4c3ac34cd5b1,"[[""swish"", ""swish"", ""swish"", ""swish"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""linear"", ""swish"", ""swish"", ""linear"", ""swish""], [""tanh"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""linear"", ""swish""]]",2,24,203,False
ee08a4a57ea1,"[[""swish"", ""tanh"", ""swish"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""linear""], [""linear"", ""linear"", ""linear"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""linear""]]",2,23,190,False
faad5d0c13c6,"[[""tanh"", ""tanh"", ""linear"", ""linear"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear""], [""swish"", ""swish"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""swish""]]",2,24,203,False
f73ade9e54d7,"[[""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""tanh""]]",1,7,29,False
fdb17833763e,"[[""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh""], [""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""linear"", ""swish"", ""linear""]]",2,26,235,False
45f8e04425fc,"[[""tanh"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""swish"", ""swish"", ""swish"", ""swish"", ""tanh"", ""swish""]]",1,12,49,False
96c2c2db2a68,"[[""swish"", ""linear"", ""swish"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""swish""], [""tanh"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""swish"", ""linear""], [""tanh"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""swish"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""swish""]]",3,36,367,False
81047f64d582,"[[""tanh"", ""linear"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""linear""], [""linear"", ""linear"", ""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""linear"", ""linear"", ""swish""]]",2,24,203,False
1ff816322edf,"[[""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""linear""], [""tanh"", ""linear"", ""swish"", ""linear"", ""tanh"", ""linear"", ""swish"", ""linear"", ""tanh""]]",2,24,199,False
e724fbbc259d,"[[""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""swish"", ""swish"", ""tanh""], [""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""swish"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""swish""]]",2,29,283,False
7b1239f929eb,"[[""swish"", ""linear"", ""linear"", ""linear"", ""swish"", ""swish"", ""tanh"", ""swish"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""swish""]]",1,14,57,False
406acc5c56fe,"[[""swish"", ""swish"", ""linear"", ""tanh"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""swish"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish""], [""linear"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear""], [""tanh"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish""]]",3,35,295,False
3b3ee40f64bf,"[[""tanh"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""tanh""], [""tanh"", ""swish"", ""swish"", ""swish"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""linear""]]",2,20,145,False
a6c70c5c733d,"[[""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""linear"", ""tanh""], [""linear"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""linear""]]",2,26,223,False
013c9ce04c20,"[[""swish"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""linear"", ""swish""]]",1,7,29,False
c62c57e98381,"[[""swish"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""swish"", ""swish"", ""tanh""], [""swish"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""linear""]]",2,24,205,False
e30ef0f349bc,"[[""linear"", ""linear"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""linear""], [""tanh"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""swish""], [""swish"", ""swish"", ""linear"", ""swish"", ""linear"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""linear"", ""swish"", ""swish""]]",3,37,312,False
655857096b18,"[[""swish"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""swish"", ""tanh""]]",1,14,57,False
ea16065f2848,"[[""linear"", ""linear"", ""tanh"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""tanh""]]",1,10,41,False
1cc54f76c57b,"[[""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""linear""]]",1,7,29,False
4474c8ab4f34,"[[""linear"", ""linear"", ""linear"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh""], [""swish"", ""swish"", ""swish"", ""linear"", ""tanh"", ""swish"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""swish"", ""linear"", ""swish""]]",2,23,175,False
8c9c47b1b56a,"[[""swish"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""tanh""], [""tanh"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""swish"", ""tanh"", ""swish"", ""swish""]]",2,16,99,False
d88a09202d12,"[[""swish"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""swish"", ""linear""]]",1,8,33,False
bc8f8aa431c8,"[[""linear"", ""swish"", ""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""linear"", ""linear"", ""linear""], [""swish"", ""swish"", ""swish"", ""swish"", ""swish"", ""tanh"", ""linear""]]",2,19,135,False
3830d0731c2a,"[[""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""linear""], [""linear"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""linear"", ""swish"", ""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""linear""], [""swish"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""swish"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""swish"", ""linear"", ""linear""]]",3,37,401,False
c3450b44a872,"[[""linear"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh""]]",1,10,41,False
2decfac9dc67,"[[""linear"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear"", ""linear""], [""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""linear"", ""swish"", ""swish"", ""tanh"", ""swish""]]",2,28,261,False
2e43e3f22e81,"[[""tanh"", ""linear"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh""], [""tanh"", ""swish"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""linear"", ""linear"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""swish""]]",2,23,166,False
f153c64e66e1,"[[""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""linear""], [""swish"", ""swish"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""tanh"", ""tanh""], [""swish"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish""]]",3,33,332,False
88575ccc70d5,"[[""tanh"", ""tanh"", ""linear"", ""linear"", ""swish"", ""linear"", ""swish"", ""tanh"", ""linear"", ""swish"", ""swish""]]",1,11,45,False
fffa95554e74,"[[""linear"", ""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""tanh""], [""linear"", ""linear"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""tanh""]]",2,22,171,False
0e2ff970b2ff,"[[""tanh"", ""swish"", ""linear"", ""swish"", ""swish"", ""swish""], [""swish"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""linear""]]",2,18,115,False
7aa72659d7af,"[[""linear"", ""tanh"", ""swish"", ""linear"", ""swish"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""tanh""], [""tanh"", ""linear"", ""tanh"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""linear"", ""linear"", ""tanh"", ""swish"", ""linear""]]",2,23,187,False
7cf581d45a2e,"[[""tanh"", ""linear"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear""]]",1,13,53,False
d8eaf1bd4029,"[[""linear"", ""tanh"", ""linear"", ""swish"", ""linear"", ""tanh""]]",1,6,25,False
23244f19c9be,"[[""linear"", ""linear"", ""tanh"", ""swish"", ""swish"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""tanh"", ""swish"", ""tanh""]]",1,16,65,False
ead59ef9fb12,"[[""linear"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish"", ""linear"", ""swish"", ""linear"", ""tanh"", ""tanh"", ""tanh""], [""tanh"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""swish""]]",2,21,163,False
3c0b61321623,"[[""linear"", ""linear"", ""swish"", ""swish"", ""linear"", ""tanh"", ""swish"", ""tanh"", ""linear"", ""swish""]]",1,10,41,False
90586eaa17a7,"[[""tanh"", ""tanh"", ""linear"", ""tanh"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""swish"", ""linear"", ""swish""], [""swish"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""linear""]]",2,18,121,False
c3f726d92a14,"[[""swish"", ""swish"", ""tanh"", ""swish"", ""tanh"", ""tanh"", ""linear""], [""linear"", ""swish"", ""linear"", ""linear"", ""swish"", ""swish"", ""swish"", ""linear"", ""swish"", ""swish""], [""linear"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""linear"", ""linear""]]",3,25,198,False
a4516386756f,"[[""tanh"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""linear"", ""tanh"", ""swish""], [""linear"", ""swish"", ""linear"", ""swish"", ""linear"", ""linear"", ""linear"", ""swish"", ""swish"", ""linear"", ""linear""], [""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""swish"", ""linear"", ""linear"", ""linear"", ""tanh"", ""tanh"", ""linear"", ""linear"", ""tanh"", ""swish"", ""linear""]]",3,37,360,False
fe3f05bfe7b2,"[[""tanh"", ""tanh"", ""linear"", ""swish"", ""swish"", ""linear"", ""tanh"", ""swish"", ""swish"", ""linear"", ""tanh"", ""swish"", ""swish"", ""swish""]]",1,14,57,False
490184d273f8,"[[""linear"", ""linear"", ""linear"", ""linear"", ""swish"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""tanh""], [""linear"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""swish"", ""linear"", ""linear""], [""swish"", ""tanh"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""tanh""]]",3,29,229,False
56293023949b,"[[""swish"", ""swish"", ""linear"", ""tanh"", ""linear"", ""swish"", ""tanh"", ""swish"", ""linear""], [""tanh"", ""swish"", ""swish"", ""tanh"", ""tanh"", ""linear"", ""tanh"", ""swish"", ""linear""], [""swish"", ""tanh"", ""linear"", ""swish"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish""]]",3,27,217,False
102c7b610364,"[[""tanh"", ""linear"", ""swish"", ""tanh"", ""linear"", ""linear"", ""swish"", ""tanh"", ""swish"", ""swish"", ""linear""]]",1,11,45,False
741e5d5af9d6,"[[""tanh"", ""tanh"", ""swish"", ""tanh"", ""swish"", ""swish"", ""tanh"", ""linear"", ""tanh"", ""linear"", ""linear"", ""swish"", ""tanh"", ""linear""]]",1,14,57,False
211c2e5d8ecb,"[[""linear"", ""swish"", ""linear"", ""tanh"", ""swish"", ""linear"", ""linear"", ""swish"", ""linear""]]",1,9,37,False
